"index","Name","leftX","topY","rightX","bottomY","pageNo","lineNumber","RightMargin","LeftMargin","TopMargin","BottomMargin","RightMarginRelative","LeftMarginRelative","TopMarginRelative","BottomMarginRelative","PositionOnLine","PageHeight","PageWidth","LineSize","HasDate","level","block_num","par_num","line_num","word_num","VerticalPositionRelative","HorizontalPositionRelative","linewhitespace","TextPatterns","fileName","filePath","fileRefNum","TOP_index","TOP_Name","TOP_leftX","TOP_topY","TOP_rightX","TOP_bottomY","TOP_RightMargin","TOP_LeftMargin","TOP_TopMargin","TOP_BottomMargin","TOP_RightMarginRelative","TOP_LeftMarginRelative","TOP_TopMarginRelative","TOP_BottomMarginRelative","TOP_PositionOnLine","TOP_PageHeight","TOP_PageWidth","TOP_LineSize","TOP_HasDate","TOP_VerticalPositionRelative","TOP_HorizontalPositionRelative","TOP_linewhitespace","BOTTOM_Name","BOTTOM_index","BOTTOM_leftX","BOTTOM_topY","BOTTOM_rightX","BOTTOM_bottomY","BOTTOM_RightMargin","BOTTOM_LeftMargin","BOTTOM_TopMargin","BOTTOM_BottomMargin","BOTTOM_RightMarginRelative","BOTTOM_LeftMarginRelative","BOTTOM_TopMarginRelative","BOTTOM_BottomMarginRelative","BOTTOM_PositionOnLine","BOTTOM_PageHeight","BOTTOM_PageWidth","BOTTOM_LineSize","BOTTOM_HasDate","BOTTOM_VerticalPositionRelative","BOTTOM_HorizontalPositionRelative","BOTTOM_linewhitespace","LEFT_Name","LEFT_index","LEFT_leftX","LEFT_topY","LEFT_rightX","LEFT_bottomY","LEFT_RightMargin","LEFT_LeftMargin","LEFT_TopMargin","LEFT_BottomMargin","LEFT_RightMarginRelative","LEFT_LeftMarginRelative","LEFT_TopMarginRelative","LEFT_BottomMarginRelative","LEFT_PositionOnLine","LEFT_PageHeight","LEFT_PageWidth","LEFT_LineSize","LEFT_HasDate","LEFT_VerticalPositionRelative","LEFT_HorizontalPositionRelative","LEFT_linewhitespace","RIGHT_Name","RIGHT_index","RIGHT_leftX","RIGHT_topY","RIGHT_rightX","RIGHT_bottomY","RIGHT_RightMargin","RIGHT_LeftMargin","RIGHT_TopMargin","RIGHT_BottomMargin","RIGHT_RightMarginRelative","RIGHT_LeftMarginRelative","RIGHT_TopMarginRelative","RIGHT_BottomMarginRelative","RIGHT_PositionOnLine","RIGHT_PageHeight","RIGHT_PageWidth","RIGHT_LineSize","RIGHT_HasDate","RIGHT_VerticalPositionRelative","RIGHT_HorizontalPositionRelative","RIGHT_linewhitespace"
26,"BOYCE",1243.730769230769,580,1329.6923076923076,609,2,3,"0.5362","0.5015","0.1653","0.1736","0.0069","0.0208","0.0020","0.0143","0.6000","3508","2480",10,0,,,,,,"0.1228","0.7500","0.7128","XXXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",16,"Consigner(Despatching",1237.7209302325582,538,1529.2790697674418,573,"0.6166","0.4991","0.1534","0.1633","0.0056","0.3898",,"0.0020","0.6000","3508","2480",5,0,,"0.9858","0.7309","WEST",39,1243.769230769231,659,1313,687,"0.5294","0.5015","0.1879","0.1958","","0.0070","0.0143","0.0590","0.6667","3508","2480",3,0,"0.1946","","0.7743","GODREJ",24,1089,580,1192.1538461538462,609,"0.4807","0.4391","0.1653","0.1736","0.0208","0.1851","0.0020","0.0031","0.5000","3508","2480",10,0,"0.3889","0.8990","0.7128","PLANT",27,1346.8846153846152,580,1432.8461538461538,609,"0.5778","0.5431","0.1653","0.1736","0.0208","0.0069","0.0020","0.0812","0.7000","3508","2480",10,0,"0.0240","0.2500","0.7128"
27,"PLANT",1346.8846153846152,580,1432.8461538461538,609,2,3,"0.5778","0.5431","0.1653","0.1736","0.0208","0.0069","0.0020","0.0812","0.7000","3508","2480",10,0,,,,,,"0.0240","0.2500","0.7128","XXXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",16,"Consigner(Despatching",1237.7209302325582,538,1529.2790697674418,573,"0.6166","0.4991","0.1534","0.1633","0.0056","0.3898",,"0.0020","0.6000","3508","2480",5,0,,"0.9858","0.7309","SENSY",54,1359.9285714285716,894,1435.4642857142858,926,"0.5788","0.5484","0.2548","0.2640","0.0061","0.0183","0.0812","0.0137","0.4000","3508","2480",10,0,"0.8559","0.7500","0.6514","BOYCE",26,1243.730769230769,580,1329.6923076923076,609,"0.5362","0.5015","0.1653","0.1736","0.0069","0.0208","0.0020","0.0143","0.6000","3508","2480",10,0,"0.1228","0.7500","0.7128","PES",29,1484.423076923077,580,1536,609,"0.6194","0.5986","0.1653","0.1736","","0.4931","0.0020","0.0812","0.9000","3508","2480",10,0,"0.0240","","0.7128"
28,"9",1450.0384615384614,580,1467.230769230769,609,2,3,"0.5916","0.5847","0.1653","0.1736","0.0069","0.0069","0.0020","0.0812","0.8000","3508","2480",10,0,,,,,,"0.0240","0.5000","0.7128","0","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",16,"Consigner(Despatching",1237.7209302325582,538,1529.2790697674418,573,"0.6166","0.4991","0.1534","0.1633","0.0056","0.3898",,"0.0020","0.6000","3508","2480",5,0,,"0.9858","0.7309","S.A.",55,1450.5714285714287,894,1511,926,"0.6093","0.5849","0.2548","0.2640","0.2205","0.0061","0.0915","0.0020","0.5000","3508","2480",10,0,"0.9787","0.0269","0.6514","PLANT",27,1346.8846153846152,580,1432.8461538461538,609,"0.5778","0.5431","0.1653","0.1736","0.0208","0.0069","0.0020","0.0812","0.7000","3508","2480",10,0,"0.0240","0.2500","0.7128","PES",29,1484.423076923077,580,1536,609,"0.6194","0.5986","0.1653","0.1736","","0.4931","0.0020","0.0812","0.9000","3508","2480",10,0,"0.0240","","0.7128"
29,"PES",1484.423076923077,580,1536,609,2,3,"0.6194","0.5986","0.1653","0.1736","","0.4931","0.0020","0.0812","0.9000","3508","2480",10,0,,,,,,"0.0240","","0.7128","XXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",16,"Consigner(Despatching",1237.7209302325582,538,1529.2790697674418,573,"0.6166","0.4991","0.1534","0.1633","0.0056","0.3898",,"0.0020","0.6000","3508","2480",5,0,,"0.9858","0.7309","S.A.",55,1450.5714285714287,894,1511,926,"0.6093","0.5849","0.2548","0.2640","0.2205","0.0061","0.0915","0.0020","0.5000","3508","2480",10,0,"0.9787","0.0269","0.6514","GODREJ",18,161,580,261.5,609,"0.1054","0.0649","0.1653","0.1736","0.0203","","0.0020","0.0031","0.0000","3508","2480",10,0,"0.3889","","0.7128",,,,,,,,,,,"",,,,,,,,,,,
30,"PIROJSHANAGAR,L",161,620,422.8181818181818,648,2,4,"0.1705","0.0649","0.1767","0.1847","0.2674","","0.0031","0.0031","0.0000","3508","2480",7,0,,,,,,"0.5000","","0.7537","XXXXXXXXXXXXX?X","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",18,"GODREJ",161,580,261.5,609,"0.1054","0.0649","0.1653","0.1736","0.0203","","0.0020","0.0031","0.0000","3508","2480",10,0,"0.3889","","0.7128","MUMBAI,MAHARASHTRA",37,161,659,513,687,"0.2069","0.0649","0.1879","0.1958","0.2319","","0.0031","0.0140","0.0000","3508","2480",3,0,"0.1833","","0.7743",,,,,,,,,,,,"",,,,,,,,,,,"PLANT",35,1086,620,1173.142857142857,648,"0.4730","0.4379","0.1767","0.1847","0.0070","0.1407","0.0031","0.0031","0.7143","3508","2480",7,0,"0.5000","0.9524","0.7537"
31,"B",440.27272727272725,620,457.7272727272727,648,2,4,"0.1846","0.1775","0.1767","0.1847","0.2533","0.0070","0.0031","0.0031","0.1429","3508","2480",7,0,,,,,,"0.5000","0.0270","0.7537","X","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",21,"MFG.",412.25,580,479.25,609,"0.1932","0.1662","0.1653","0.1736","0.0068","0.0068",,"0.0143","0.2000","3508","2480",10,0,,"0.5000","0.7128","MUMBAI,MAHARASHTRA",37,161,659,513,687,"0.2069","0.0649","0.1879","0.1958","0.2319","","0.0031","0.0140","0.0000","3508","2480",3,0,"0.1833","","0.7743","PIROJSHANAGAR,L",30,161,620,422.8181818181818,648,"0.1705","0.0649","0.1767","0.1847","0.2674","","0.0031","0.0031","0.0000","3508","2480",7,0,"0.5000","","0.7537","PLANT",35,1086,620,1173.142857142857,648,"0.4730","0.4379","0.1767","0.1847","0.0070","0.1407","0.0031","0.0031","0.7143","3508","2480",7,0,"0.5000","0.9524","0.7537"
32,"S",475.18181818181813,620,492.63636363636357,648,2,4,"0.1986","0.1916","0.1767","0.1847","0.0070","0.0211",,"0.0031","0.2857","3508","2480",7,0,,,,,,,"0.7500","0.7537","X","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"MUMBAI,MAHARASHTRA",37,161,659,513,687,"0.2069","0.0649","0.1879","0.1958","0.2319","","0.0031","0.0140","0.0000","3508","2480",3,0,"0.1833","","0.7743","PIROJSHANAGAR,L",30,161,620,422.8181818181818,648,"0.1705","0.0649","0.1767","0.1847","0.2674","","0.0031","0.0031","0.0000","3508","2480",7,0,"0.5000","","0.7537","MARG",33,510.090909090909,620,579.9090909090908,648,"0.2338","0.2057","0.1767","0.1847","0.0070","0.0352","0.0031","0.0810","0.4286","3508","2480",7,0,"0.0373","0.8333","0.7537"
33,"MARG",510.090909090909,620,579.9090909090908,648,2,4,"0.2338","0.2057","0.1767","0.1847","0.0070","0.0352","0.0031","0.0810","0.4286","3508","2480",7,0,,,,,,"0.0373","0.8333","0.7537","XXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",22,"CO.",496,580,546.25,609,"0.2203","0.2000","0.1653","0.1736","0.0068","0.0068",,"0.0031","0.3000","3508","2480",10,0,,"0.5000","0.7128","CENTRALE",66,484,932,614,964,"0.2476","0.1952","0.2657","0.2748","0.3222","0.0066","0.0810","","0.3571","3508","2480",14,0,"","0.0199","0.5389","PIROJSHANAGAR,L",30,161,620,422.8181818181818,648,"0.1705","0.0649","0.1767","0.1847","0.2674","","0.0031","0.0031","0.0000","3508","2480",7,0,"0.5000","","0.7537","VIKHROLI",34,597.3636363636364,620,737,648,"0.2972","0.2409","0.1767","0.1847","0.1407","0.0070",,"","0.5714","3508","2480",7,0,,"0.0476","0.7537"
34,"VIKHROLI",597.3636363636364,620,737,648,2,4,"0.2972","0.2409","0.1767","0.1847","0.1407","0.0070",,"","0.5714","3508","2480",7,0,,,,,,,"0.0476","0.7537","XXXXXXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,"MARG",33,510.090909090909,620,579.9090909090908,648,"0.2338","0.2057","0.1767","0.1847","0.0070","0.0352","0.0031","0.0810","0.4286","3508","2480",7,0,"0.0373","0.8333","0.7537","PLANT",35,1086,620,1173.142857142857,648,"0.4730","0.4379","0.1767","0.1847","0.0070","0.1407","0.0031","0.0031","0.7143","3508","2480",7,0,"0.5000","0.9524","0.7537"
35,"PLANT",1086,620,1173.142857142857,648,2,4,"0.4730","0.4379","0.1767","0.1847","0.0070","0.1407","0.0031","0.0031","0.7143","3508","2480",7,0,,,,,,"0.5000","0.9524","0.7537","XXXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",24,"GODREJ",1089,580,1192.1538461538462,609,"0.4807","0.4391","0.1653","0.1736","0.0208","0.1851","0.0020","0.0031","0.5000","3508","2480",10,0,"0.3889","0.8990","0.7128","VIKHROLI",38,1088,659,1226.4615384615386,687,"0.4945","0.4387","0.1879","0.1958","0.0070","0.2319","0.0031","0.0034","0.3333","3508","2480",3,0,"0.4783","0.9708","0.7743","VIKHROLI",34,597.3636363636364,620,737,648,"0.2972","0.2409","0.1767","0.1847","0.1407","0.0070",,"","0.5714","3508","2480",7,0,,"0.0476","0.7537","9",36,1190.5714285714284,620,1208,648,"0.4871","0.4801","0.1767","0.1847","","0.0070",,"0.0031","0.8571","3508","2480",7,0,,"","0.7537"
36,"9",1190.5714285714284,620,1208,648,2,4,"0.4871","0.4801","0.1767","0.1847","","0.0070",,"0.0031","0.8571","3508","2480",7,0,,,,,,,"","0.7537","0","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",,,,,,,,,,,,,,,,,,,,,,,"VIKHROLI",38,1088,659,1226.4615384615386,687,"0.4945","0.4387","0.1879","0.1958","0.0070","0.2319","0.0031","0.0034","0.3333","3508","2480",3,0,"0.4783","0.9708","0.7743","PLANT",35,1086,620,1173.142857142857,648,"0.4730","0.4379","0.1767","0.1847","0.0070","0.1407","0.0031","0.0031","0.7143","3508","2480",7,0,"0.5000","0.9524","0.7537",,,,,,,,,,,"",,,,,,,,,,,
37,"MUMBAI,MAHARASHTRA",161,659,513,687,2,5,"0.2069","0.0649","0.1879","0.1958","0.2319","","0.0031","0.0140","0.0000","3508","2480",3,0,,,,,,"0.1833","","0.7743","XXXXXX?XXXXXXXXXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",30,"PIROJSHANAGAR,L",161,620,422.8181818181818,648,"0.1705","0.0649","0.1767","0.1847","0.2674","","0.0031","0.0031","0.0000","3508","2480",7,0,"0.5000","","0.7537","CIN",44,161,736,209.4,765,"0.0844","0.0649","0.2098","0.2181","0.3527","","0.0023","0.0368","0.0000","3508","2480",4,0,"0.0584","","0.7970",,,,,,,,,,,,"",,,,,,,,,,,"VIKHROLI",38,1088,659,1226.4615384615386,687,"0.4945","0.4387","0.1879","0.1958","0.0070","0.2319","0.0031","0.0034","0.3333","3508","2480",3,0,"0.4783","0.9708","0.7743"
38,"VIKHROLI",1088,659,1226.4615384615386,687,2,5,"0.4945","0.4387","0.1879","0.1958","0.0070","0.2319","0.0031","0.0034","0.3333","3508","2480",3,0,,,,,,"0.4783","0.9708","0.7743","XXXXXXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",35,"PLANT",1086,620,1173.142857142857,648,"0.4730","0.4379","0.1767","0.1847","0.0070","0.1407","0.0031","0.0031","0.7143","3508","2480",7,0,"0.5000","0.9524","0.7537","MUMBAI",41,1086,699,1188.75,727,"0.4793","0.4379","0.1993","0.2072","0.0069","0.3464","0.0034","0.0023","0.2500","3508","2480",4,0,"0.6000","0.9805","0.8755","MUMBAI,MAHARASHTRA",37,161,659,513,687,"0.2069","0.0649","0.1879","0.1958","0.2319","","0.0031","0.0140","0.0000","3508","2480",3,0,"0.1833","","0.7743","WEST",39,1243.769230769231,659,1313,687,"0.5294","0.5015","0.1879","0.1958","","0.0070","0.0143","0.0590","0.6667","3508","2480",3,0,"0.1946","","0.7743"
39,"WEST",1243.769230769231,659,1313,687,2,5,"0.5294","0.5015","0.1879","0.1958","","0.0070","0.0143","0.0590","0.6667","3508","2480",3,0,,,,,,"0.1946","","0.7743","XXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",26,"BOYCE",1243.730769230769,580,1329.6923076923076,609,"0.5362","0.5015","0.1653","0.1736","0.0069","0.0208","0.0020","0.0143","0.6000","3508","2480",10,0,"0.1228","0.7500","0.7128","Buyer/Applicant",53,1088,894,1314.607142857143,926,"0.5301","0.4387","0.2548","0.2640","0.0183","0.2399","0.0254","0.0020","0.3000","3508","2480",10,0,"0.9271","0.9292","0.6514","VIKHROLI",38,1088,659,1226.4615384615386,687,"0.4945","0.4387","0.1879","0.1958","0.0070","0.2319","0.0031","0.0034","0.3333","3508","2480",3,0,"0.4783","0.9708","0.7743",,,,,,,,,,,"",,,,,,,,,,,
40,"India",158,697,227,728,2,6,"0.0915","0.0637","0.1987","0.2075","0.3464","","0.0029","0.0023","0.0000","3508","2480",4,0,,,,,,"0.5556","","0.8755","Xxxxx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",37,"MUMBAI,MAHARASHTRA",161,659,513,687,"0.2069","0.0649","0.1879","0.1958","0.2319","","0.0031","0.0140","0.0000","3508","2480",3,0,"0.1833","","0.7743","CIN",44,161,736,209.4,765,"0.0844","0.0649","0.2098","0.2181","0.3527","","0.0023","0.0368","0.0000","3508","2480",4,0,"0.0584","","0.7970",,,,,,,,,,,,"",,,,,,,,,,,"MUMBAI",41,1086,699,1188.75,727,"0.4793","0.4379","0.1993","0.2072","0.0069","0.3464","0.0034","0.0023","0.2500","3508","2480",4,0,"0.6000","0.9805","0.8755"
41,"MUMBAI",1086,699,1188.75,727,2,6,"0.4793","0.4379","0.1993","0.2072","0.0069","0.3464","0.0034","0.0023","0.2500","3508","2480",4,0,,,,,,"0.6000","0.9805","0.8755","XXXXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",38,"VIKHROLI",1088,659,1226.4615384615386,687,"0.4945","0.4387","0.1879","0.1958","0.0070","0.2319","0.0031","0.0034","0.3333","3508","2480",3,0,"0.4783","0.9708","0.7743","INDIA",47,1084,735,1168,769,"0.4710","0.4371","0.2095","0.2192","","0.3527","0.0023","0.0023","0.7500","3508","2480",4,0,"0.5000","","0.7970","India",40,158,697,227,728,"0.0915","0.0637","0.1987","0.2075","0.3464","","0.0029","0.0023","0.0000","3508","2480",4,0,"0.5556","","0.8755","MH",42,1205.875,699,1240.125,727,"0.5001","0.4862","0.1993","0.2072","0.0069","0.0069","0.0034","0.0476","0.5000","3508","2480",4,0,"0.0670","0.5000","0.8755"
42,"MH",1205.875,699,1240.125,727,2,6,"0.5001","0.4862","0.1993","0.2072","0.0069","0.0069","0.0034","0.0476","0.5000","3508","2480",4,0,,,,,,"0.0670","0.5000","0.8755","XX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",38,"VIKHROLI",1088,659,1226.4615384615386,687,"0.4945","0.4387","0.1879","0.1958","0.0070","0.2319","0.0031","0.0034","0.3333","3508","2480",3,0,"0.4783","0.9708","0.7743","Buyer/Applicant",53,1088,894,1314.607142857143,926,"0.5301","0.4387","0.2548","0.2640","0.0183","0.2399","0.0254","0.0020","0.3000","3508","2480",10,0,"0.9271","0.9292","0.6514","MUMBAI",41,1086,699,1188.75,727,"0.4793","0.4379","0.1993","0.2072","0.0069","0.3464","0.0034","0.0023","0.2500","3508","2480",4,0,"0.6000","0.9805","0.8755","400079",43,1257.25,699,1360,727,"0.5484","0.5070","0.1993","0.2072","","0.4154","0.0034","0.0476","0.7500","3508","2480",4,0,"0.0670","","0.8755"
43,"400079",1257.25,699,1360,727,2,6,"0.5484","0.5070","0.1993","0.2072","","0.4154","0.0034","0.0476","0.7500","3508","2480",4,0,,,,,,"0.0670","","0.8755","000000","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",39,"WEST",1243.769230769231,659,1313,687,"0.5294","0.5015","0.1879","0.1958","","0.0070","0.0143","0.0590","0.6667","3508","2480",3,0,"0.1946","","0.7743","Buyer/Applicant",53,1088,894,1314.607142857143,926,"0.5301","0.4387","0.2548","0.2640","0.0183","0.2399","0.0254","0.0020","0.3000","3508","2480",10,0,"0.9271","0.9292","0.6514","India",40,158,697,227,728,"0.0915","0.0637","0.1987","0.2075","0.3464","","0.0029","0.0023","0.0000","3508","2480",4,0,"0.5556","","0.8755",,,,,,,,,,,"",,,,,,,,,,,
44,"CIN",161,736,209.4,765,2,7,"0.0844","0.0649","0.2098","0.2181","0.3527","","0.0023","0.0368","0.0000","3508","2480",4,0,,,,,,"0.0584","","0.7970","XXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",40,"India",158,697,227,728,"0.0915","0.0637","0.1987","0.2075","0.3464","","0.0029","0.0023","0.0000","3508","2480",4,0,"0.5556","","0.8755","Consignee",50,161,894,296.8181818181818,926,"0.1197","0.0649","0.2548","0.2640","0.0183","","0.0368","0.0245","0.0000","3508","2480",10,0,"0.6000","","0.6514",,,,,,,,,,,,"",,,,,,,,,,,"INDIA",47,1084,735,1168,769,"0.4710","0.4371","0.2095","0.2192","","0.3527","0.0023","0.0023","0.7500","3508","2480",4,0,"0.5000","","0.7970"
45,"No",225.53333333333333,736,257.8,765,2,7,"0.1040","0.0909","0.2098","0.2181","0.3331","0.0065","0.0140","0.0368","0.2500","3508","2480",4,0,,,,,,"0.2753","0.0192","0.7970","Xx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",37,"MUMBAI,MAHARASHTRA",161,659,513,687,"0.2069","0.0649","0.1879","0.1958","0.2319","","0.0031","0.0140","0.0000","3508","2480",3,0,"0.1833","","0.7743","Consignee",50,161,894,296.8181818181818,926,"0.1197","0.0649","0.2548","0.2640","0.0183","","0.0368","0.0245","0.0000","3508","2480",10,0,"0.6000","","0.6514","CIN",44,161,736,209.4,765,"0.0844","0.0649","0.2098","0.2181","0.3527","","0.0023","0.0368","0.0000","3508","2480",4,0,"0.0584","","0.7970","INDIA",47,1084,735,1168,769,"0.4710","0.4371","0.2095","0.2192","","0.3527","0.0023","0.0023","0.7500","3508","2480",4,0,"0.5000","","0.7970"
46,"U28993MH1932PLC001828",306.2,736,645,765,2,7,"0.2601","0.1235","0.2098","0.2181","0.1770","0.0390","0.0140","0.0368","0.5000","3508","2480",4,0,,,,,,"0.2753","0.1807","0.7970","X00000XX0000XXX000000","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",37,"MUMBAI,MAHARASHTRA",161,659,513,687,"0.2069","0.0649","0.1879","0.1958","0.2319","","0.0031","0.0140","0.0000","3508","2480",3,0,"0.1833","","0.7743","SENSY",51,342.090909090909,894,417.54545454545445,926,"0.1684","0.1379","0.2548","0.2640","0.0061","0.0183","0.0590","0.0245","0.1000","3508","2480",10,0,"0.7065","0.7500","0.6514","CIN",44,161,736,209.4,765,"0.0844","0.0649","0.2098","0.2181","0.3527","","0.0023","0.0368","0.0000","3508","2480",4,0,"0.0584","","0.7970","INDIA",47,1084,735,1168,769,"0.4710","0.4371","0.2095","0.2192","","0.3527","0.0023","0.0023","0.7500","3508","2480",4,0,"0.5000","","0.7970"
47,"INDIA",1084,735,1168,769,2,7,"0.4710","0.4371","0.2095","0.2192","","0.3527","0.0023","0.0023","0.7500","3508","2480",4,0,,,,,,"0.5000","","0.7970","XXXXX","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",41,"MUMBAI",1086,699,1188.75,727,"0.4793","0.4379","0.1993","0.2072","0.0069","0.3464","0.0034","0.0023","0.2500","3508","2480",4,0,"0.6000","0.9805","0.8755","GSTNo",48,1089,777,1174.9090909090908,805,"0.4738","0.4391","0.2215","0.2295","0.0139","","0.0023","0.0254","0.0000","3508","2480",2,0,"0.0825","","0.8614","CIN",44,161,736,209.4,765,"0.0844","0.0649","0.2098","0.2181","0.3527","","0.0023","0.0368","0.0000","3508","2480",4,0,"0.0584","","0.7970",,,,,,,,,,,"",,,,,,,,,,,
48,"GSTNo",1089,777,1174.9090909090908,805,2,8,"0.4738","0.4391","0.2215","0.2295","0.0139","","0.0023","0.0254","0.0000","3508","2480",2,0,,,,,,"0.0825","","0.8614","XXXXx","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","/home/user/save-data-here/public-folder/demo-files/File2f1efc2585a95804951b27e898583c0e_GODREJ_3.png","File2f1efc2585a95804951b27e898583c0e",47,"INDIA",1084,735,1168,769,"0.4710","0.4371","0.2095","0.2192","","0.3527","0.0023","0.0023","0.7500","3508","2480",4,0,"0.5000","","0.7970","Buyer/Applicant",53,1088,894,1314.607142857143,926,"0.5301","0.4387","0.2548","0.2640","0.0183","0.2399","0.0254","0.0020","0.3000","3508","2480",10,0,"0.9271","0.9292","0.6514",,,,,,,,,,,,"",,,,,,,,,,,"27AAACG1395D1ZU",49,1209.2727272727273,777,1467,805,"0.5915","0.4876","0.2215","0.2295","","0.0139","0.0257","0.0254","0.5000","3508","2480",2,0,"0.5028","","0.8614"
